NET_PRICE,CONTROL,UGDS,PCTPELL,PCTFLOAN,GRAD_DEBT_MDN_SUPP,RPY_3YR_RT_SUPP,SATVRMID,SATMTMID,MD_EARN_WNE_P10,INSTNM
29098.0,2,2857.0,0.1854,0.4487,23000.0,0.8358433735,655.0,645.0,73451.0,Drake University
15226.0,2,297.0,0.3171,0.2083,12971.0,0.8675496689,580.0,520.0,42315.0,Faith Baptist Bible College and Theological Seminary
18561.0,2,922.0,0.5333,0.7963,21212.0,0.5878995434,495.0,505.0,45600.0,Graceland University-Lamoni
36663.0,2,1532.0,0.4008,0.7149,22500.0,0.6125,500.0,500.0,53256.0,Grand View University
28610.0,2,1713.0,0.2009,0.3443,17500.0,0.885786802,710.0,740.0,62529.0,Grinnell College
15351.0,1,25537.0,0.1979,0.4793,22869.0,0.7589904679,595.0,612.0,60973.0,Iowa State University
33614.0,2,717.0,0.5161,0.6129,23347.0,0.5685884692,465.0,455.0,46798.0,Iowa Wesleyan University
19443.0,1,21198.0,0.1886,0.4109,22500.0,0.709922646,625.0,615.0,62670.0,University of Iowa
25291.0,2,1732.0,0.2003,0.6421,27000.0,0.8259557344,579.0,624.0,55451.0,Luther College
14017.0,1,7812.0,0.2597,0.4943,19691.0,0.7279649724,535.0,550.0,51651.0,University of Northern Iowa
23185.0,2,1030.0,0.2507,0.6193,23249.0,0.87135506,545.0,545.0,49445.0,Northwestern College
24786.0,2,2220.0,0.2568,0.6911,25000.0,0.6804564907,550.0,560.0,57818.0,Saint Ambrose University
20680.0,2,1167.0,0.3567,0.7069,26000.0,0.7568359375,525.0,560.0,52638.0,Simpson College
24064.0,2,2323.0,0.4405,0.5745,25000.0,0.4993270525,490.0,470.0,51790.0,Upper Iowa University
22177.0,2,1505.0,0.2445,0.6645,27000.0,0.7906976744,531.0,555.0,55659.0,Wartburg College
21066.0,2,1263.0,0.5008,0.8864,22415.0,0.5106732348,475.0,455.0,45073.0,William Penn University
24493.0,2,1206.0,0.2794,0.5768,25000.0,0.6510736196,510.0,540.0,60914.0,Baker University
26321.0,2,2073.0,0.1667,0.5094,24599.0,0.77125,625.0,600.0,48297.0,Benedictine College
26108.0,2,690.0,0.4633,0.7785,23250.0,0.6666666667,458.0,455.0,46723.0,Bethany College
24711.0,2,478.0,0.3471,0.688,24000.0,0.6943521595,540.0,535.0,49126.0,Bethel College-North Newton
18709.0,1,18427.0,0.1978,0.3759,21000.0,0.6581306018,605.0,605.0,58993.0,University of Kansas
28337.0,2,1008.0,0.3372,0.5917,15000.0,0.6911090742,438.0,468.0,55725.0,MidAmerica Nazarene University
26214.0,2,786.0,0.4472,0.9181,21500.0,0.4652137469,500.0,480.0,48846.0,Ottawa University-Ottawa
25751.0,2,1145.0,0.419,0.4465,25000.0,0.5686512758,510.0,505.0,51735.0,Southwestern College
22309.0,2,599.0,0.3774,0.5444,24625.0,0.5964912281,536.0,546.0,44983.0,Sterling College
14372.0,1,10466.0,0.309,0.4144,20500.0,0.5362578335,552.0,550.0,50739.0,Wichita State University
16293.0,2,613.0,0.5912,0.5404,19599.0,0.4647887324,505.0,445.0,38478.0,Alice Lloyd College
23443.0,2,2356.0,0.2358,0.5461,25000.0,0.7438794727,595.0,600.0,56346.0,Bellarmine University
3442.0,2,1454.0,0.8869,0.0573,3591.0,0.6761006289,598.0,596.0,40738.0,Berea College
13626.0,2,702.0,0.0784,0.0896,29430.0,0.4908350305,525.0,530.0,39343.0,Brescia University
20610.0,2,1315.0,0.198,0.4396,27000.0,0.8044077135,650.0,700.0,60447.0,Centre College
14654.0,2,4379.0,0.472,0.4653,14911.0,0.5261958998,525.0,545.0,41038.0,University of the Cumberlands
13821.0,1,10987.0,0.3804,0.4614,22500.0,0.4846035948,535.0,530.0,42134.0,Eastern Kentucky University
28242.0,2,774.0,0.4273,0.6144,23250.0,0.5708661417,508.0,523.0,44736.0,Kentucky Wesleyan College
18268.0,1,21358.0,0.2124,0.3644,22500.0,0.6325903151,602.0,605.0,55890.0,University of Kentucky
23106.0,2,514.0,0.4183,0.6483,22250.0,0.5263157895,465.0,450.0,40872.0,Kentucky Christian University
17744.0,1,13815.0,0.2773,0.3236,20500.0,0.5853184249,580.0,580.0,51380.0,University of Louisville
23204.0,2,1168.0,0.4656,0.6753,21301.0,0.4322169059,535.0,495.0,42360.0,Midway University
11226.0,1,6744.0,0.3137,0.3979,20500.0,0.5724856125,550.0,530.0,43077.0,Murray State University
6575.0,1,8982.0,0.2558,0.3796,23000.0,0.5464907995,535.0,562.0,46832.0,Northern Kentucky University
22977.0,2,683.0,0.4129,0.6503,25250.0,0.4295774648,515.0,500.0,48144.0,Spalding University
24489.0,2,970.0,0.2751,0.5617,27000.0,0.75,600.0,590.0,54373.0,Transylvania University
21504.0,2,776.0,0.5565,0.6674,24250.0,0.4670050761,517.0,535.0,39874.0,Union College
29008.0,2,514.0,0.3569,0.6504,27000.0,0.7190635452,575.0,560.0,49077.0,Centenary College of Louisiana
18901.0,2,1200.0,0.7556,0.9909,31000.0,0.5470668486,523.0,518.0,37037.0,Dillard University
17157.0,1,4405.0,0.8814,0.9169,36500.0,0.4084337349,471.0,460.0,35049.0,Grambling State University
7166.0,1,3176.0,0.374,0.3958,19000.0,0.626984127,565.0,525.0,41051.0,Louisiana State University-Alexandria
18300.0,1,26455.0,0.2421,0.2753,20500.0,0.7236295681,620.0,605.0,59454.0,Louisiana State University and Agricultural & Mechanical College
8536.0,1,2196.0,0.369,0.329,22500.0,0.5729564553,440.0,530.0,45066.0,Louisiana State University-Shreveport
15351.0,2,869.0,0.4401,0.6257,21875.0,0.6690518784,490.0,520.0,44199.0,Louisiana Christian University
12065.0,1,7785.0,0.2149,0.3214,22135.0,0.6615384615,580.0,595.0,50632.0,Louisiana Tech University
10161.0,1,5202.0,0.311,0.3213,23000.0,0.6229967949,525.0,555.0,43988.0,McNeese State University
11548.0,1,5629.0,0.3888,0.3418,18750.0,0.6303005352,580.0,565.0,46664.0,University of New Orleans
13466.0,1,5181.0,0.3627,0.4526,22675.0,0.6804680468,563.0,571.0,44740.0,Nicholls State University
10950.0,1,5376.0,0.3602,0.3889,21500.0,0.6313154301,535.0,630.0,44507.0,University of Louisiana at Monroe
14657.0,1,7513.0,0.379,0.4704,25000.0,0.6200846945,530.0,490.0,44550.0,Northwestern State University of Louisiana
16991.0,1,5178.0,0.6248,0.6881,29251.0,0.5324754902,473.0,455.0,41443.0,Southern University and A & M College
12642.0,1,12612.0,0.3379,0.425,22902.0,0.6930512017,560.0,551.0,45080.0,University of Louisiana at Lafayette
42217.0,2,8700.0,0.096,0.236,20500.0,0.7080361388,710.0,725.0,59812.0,Tulane University of Louisiana
18445.0,2,2727.0,0.5105,0.6659,24053.0,0.5254901961,540.0,530.0,50802.0,Xavier University of Louisiana
17739.0,2,2262.0,0.1466,0.0956,19157.0,0.8714733542,720.0,745.0,84482.0,Colby College
17067.0,1,9246.0,0.2409,0.4614,25000.0,0.7203204661,595.0,575.0,48550.0,University of Maine
29195.0,2,1066.0,0.2137,0.6117,27000.0,0.7333333333,560.0,565.0,48562.0,Saint Joseph's College of Maine
9472.0,1,4668.0,0.2986,0.367,19060.0,0.6503608661,570.0,543.0,49735.0,University of Southern Maine
16443.0,1,1579.0,0.3981,0.3823,23250.0,0.4312227074,540.0,505.0,58875.0,University of Baltimore
14537.0,1,5279.0,0.4542,0.4696,22985.0,0.306122449,475.0,455.0,50806.0,Bowie State University
6010.0,1,1785.0,0.5536,0.4526,25000.0,0.2610695802,470.0,450.0,43697.0,Coppin State University
15538.0,1,3289.0,0.3455,0.455,21105.0,0.578581363,555.0,535.0,51992.0,Frostburg State University
19781.0,2,1054.0,0.3259,0.5512,26000.0,0.7322097378,624.0,599.0,52886.0,Goucher College
9262.0,1,10747.0,0.2841,0.2849,19500.0,0.6737203317,655.0,660.0,67473.0,University of Maryland-Baltimore County
17500.0,1,30368.0,0.1765,0.2319,19000.0,0.7939938254,690.0,730.0,76997.0,University of Maryland-College Park
16645.0,1,7027.0,0.5105,0.5839,27250.0,0.2409638554,470.0,500.0,46092.0,Morgan State University
20512.0,1,1507.0,0.2086,0.4031,21000.0,0.8030888031,638.0,600.0,60455.0,St. Mary's College of Maryland
29233.0,2,473.0,0.2559,0.5013,27000.0,0.7346938776,705.0,680.0,52632.0,St. John's College
12621.0,1,17817.0,0.31,0.419,18718.0,0.6848752763,570.0,560.0,61376.0,Towson University
22698.0,2,1269.0,0.4982,0.756,27000.0,0.4817444219,513.0,513.0,53069.0,American International College
17304.0,2,1971.0,0.2521,0.0888,13740.0,0.8,720.0,740.0,81855.0,Amherst College
31267.0,2,2532.0,0.1449,0.2857,20000.0,0.9063829787,675.0,730.0,111604.0,Babson College
18867.0,2,1484.0,0.5766,0.9031,24901.0,0.5508253692,589.0,523.0,46065.0,Bay Path University
39437.0,2,3942.0,0.1377,0.4339,25023.0,0.9138062548,650.0,677.0,111896.0,Bentley University
38412.0,2,9797.0,0.1299,0.3464,19000.0,0.9073987901,725.0,750.0,96325.0,Boston College
26170.0,2,17501.0,0.1728,0.2615,23250.0,0.8220195163,700.0,740.0,80582.0,Boston University
29959.0,2,3577.0,0.1572,0.3295,25648.0,0.828708134,710.0,740.0,73676.0,Brandeis University
14071.0,1,8142.0,0.327,0.6952,24286.0,0.6359300477,560.0,545.0,54750.0,Bridgewater State University
28102.0,2,2290.0,0.219,0.5853,26759.0,0.797011208,666.0,645.0,55982.0,Clark University
28417.0,2,2025.0,0.2774,0.6922,25000.0,0.6736990155,575.0,550.0,47598.0,Curry College
18319.0,2,491.0,0.4207,0.6402,26000.0,0.6153846154,575.0,563.0,45838.0,Eastern Nazarene College
45609.0,2,4113.0,0.1607,0.472,23000.0,0.78003003,665.0,635.0,58491.0,Emerson College
27232.0,2,1792.0,0.2258,0.661,27000.0,0.7144495413,630.0,585.0,56728.0,Emmanuel College
24758.0,2,1086.0,0.4424,0.6232,25000.0,0.440851735,475.0,460.0,40552.0,Fisher College
16324.0,1,3168.0,0.3374,0.524,24239.0,0.6566455696,540.0,540.0,58741.0,Fitchburg State University
16513.0,1,3035.0,0.3534,0.6045,25000.0,0.7062115277,548.0,535.0,54242.0,Framingham State University
21840.0,2,1336.0,0.2364,0.6451,26250.0,0.826546003,644.0,618.0,54542.0,Gordon College
13259.0,2,7938.0,0.1258,0.0159,14000.0,0.7071428571,755.0,775.0,95114.0,Harvard University
32990.0,2,3005.0,0.1559,0.4623,27000.0,0.8692206077,670.0,660.0,83583.0,College of the Holy Cross
28431.0,2,1294.0,0.3143,0.7473,26000.0,0.6706652126,638.0,565.0,58576.0,Lasell University
14071.0,1,12546.0,0.2868,0.5233,23704.0,0.6378326996,620.0,635.0,65324.0,University of Massachusetts-Lowell
16197.0,1,23947.0,0.2105,0.4515,22763.0,0.7731751008,665.0,690.0,65645.0,University of Massachusetts-Amherst
17817.0,1,11949.0,0.4224,0.4894,21974.0,0.6023316062,585.0,585.0,59044.0,University of Massachusetts-Boston
37288.0,2,3664.0,0.2537,0.6542,25000.0,0.8269570335,605.0,635.0,124126.0,MCPHS University
16731.0,2,2214.0,0.2172,0.4146,22902.0,0.7973568282,705.0,700.0,54415.0,Mount Holyoke College
26832.0,2,1204.0,0.2869,0.6959,27000.0,0.6734693878,525.0,540.0,57385.0,Nichols College
34255.0,2,15645.0,0.1116,0.3277,24250.0,0.7869451697,730.0,760.0,88842.0,Northeastern University
21655.0,2,1015.0,0.4417,0.7621,25000.0,0.5949367089,568.0,555.0,55648.0,College of Our Lady of the Elms
18046.0,2,1746.0,0.2949,0.6336,24840.0,0.7726763718,650.0,600.0,61222.0,Simmons University
29814.0,2,2566.0,0.2194,0.3784,17550.0,0.8236607143,725.0,725.0,58881.0,Smith College
27837.0,2,2056.0,0.2222,0.7449,26250.0,0.5502502888,605.0,610.0,47049.0,Springfield College
20910.0,1,5618.0,0.3743,0.6449,25000.0,0.6647504573,570.0,575.0,55113.0,University of Massachusetts-Dartmouth
27861.0,2,4187.0,0.2614,0.5591,26889.0,0.6998027613,600.0,580.0,65950.0,Suffolk University
35683.0,2,6628.0,0.1187,0.2023,16250.0,0.9137214137,735.0,760.0,74430.0,Tufts University
21561.0,2,2383.0,0.2219,0.1697,10000.0,0.8956043956,735.0,735.0,75784.0,Wellesley College
29841.0,2,3866.0,0.2329,0.5135,25028.0,0.8259404829,610.0,625.0,81911.0,Wentworth Institute of Technology
29806.0,2,2579.0,0.2398,0.761,25500.0,0.7529673591,600.0,604.0,66181.0,Western New England University
19589.0,1,3974.0,0.3063,0.5819,22457.0,0.7166332665,545.0,540.0,52899.0,Westfield State University
26427.0,2,1698.0,0.2072,0.6,26000.0,0.8049242424,640.0,620.0,63732.0,Wheaton College (Massachusetts)
13627.0,1,4271.0,0.3015,0.4893,19500.0,0.6552217454,555.0,557.0,59518.0,Worcester State University
23587.0,2,1741.0,0.3167,0.7153,27000.0,0.6191425723,530.0,515.0,52959.0,Adrian College
20805.0,2,1315.0,0.2261,0.3787,26000.0,0.500618047,595.0,580.0,50391.0,Andrews University
17999.0,2,1155.0,0.2668,0.4351,23000.0,0.6195876289,555.0,530.0,45282.0,Aquinas College
26281.0,2,2963.0,0.1619,0.3782,23250.0,0.8343904158,615.0,615.0,54153.0,Calvin University
16810.0,1,11323.0,0.3326,0.6972,27000.0,0.5579649708,565.0,550.0,52440.0,Central Michigan University
19284.0,2,612.0,0.2868,0.5619,19500.0,0.4702970297,530.0,530.0,57487.0,Cleary University
17121.0,2,2385.0,0.3008,0.4273,23250.0,0.6933962264,575.0,580.0,60489.0,University of Detroit Mercy
16445.0,1,12344.0,0.3537,0.4639,25000.0,0.438433589,535.0,520.0,47087.0,Eastern Michigan University
13010.0,1,8810.0,0.3478,0.5004,21000.0,0.5891971586,525.0,515.0,53019.0,Ferris State University
34314.0,2,1496.0,0.1772,0.7034,27000.0,0.8643815201,615.0,625.0,94491.0,Kettering University
20833.0,2,1463.0,0.3395,0.5756,25000.0,0.6019273536,555.0,540.0,45033.0,Cornerstone University
26700.0,2,3055.0,0.1594,0.493,26800.0,0.8070175439,610.0,605.0,56309.0,Hope College
21528.0,2,1226.0,0.255,0.4266,26077.0,0.8250591017,640.0,630.0,60627.0,Kalamazoo College
14035.0,1,1593.0,0.3017,0.4725,23250.0,0.6193745233,535.0,520.0,47666.0,Lake Superior State University
18789.0,2,1954.0,0.2973,0.5526,23000.0,0.4832419257,510.0,505.0,54408.0,Madonna University
10925.0,1,38424.0,0.2154,0.3684,23250.0,0.6727805046,600.0,610.0,64566.0,Michigan State University
15864.0,1,5701.0,0.202,0.5012,24990.0,0.8030372757,610.0,623.0,77293.0,Michigan Technological University
11905.0,1,6193.0,0.3862,0.4007,22500.0,0.4680379747,580.0,595.0,58324.0,University of Michigan-Dearborn
13218.0,1,4372.0,0.3558,0.4508,25000.0,0.4095394737,578.0,555.0,47757.0,University of Michigan-Flint
12729.0,1,13538.0,0.3003,0.425,22750.0,0.5264081931,555.0,545.0,55645.0,Oakland University
21401.0,2,838.0,0.47,0.8171,27000.0,0.552957359,510.0,505.0,45624.0,Olivet College
15335.0,1,6522.0,0.3192,0.5195,25000.0,0.4904401956,545.0,520.0,48256.0,Saginaw Valley State University
14728.0,1,16530.0,0.4303,0.4365,21250.0,0.3829056375,575.0,570.0,48752.0,Wayne State University
19195.0,1,14286.0,0.2715,0.51,26188.0,0.5560807907,565.0,545.0,52487.0,Western Michigan University
24052.0,2,2346.0,0.5078,0.7431,25347.0,0.6421471173,592.0,691.0,56814.0,Augsburg University
27624.0,2,2298.0,0.213,0.5467,21500.0,0.7902869757,627.0,607.0,58664.0,Bethel University
31800.0,2,2008.0,0.1418,0.4387,16750.0,0.9233576642,729.0,750.0,70334.0,Carleton College
23366.0,2,1862.0,0.2079,0.6469,26847.0,0.8486352357,595.0,554.0,55054.0,Concordia College at Moorhead
21869.0,2,736.0,0.2565,0.7012,20177.0,0.898089172,590.0,575.0,45759.0,Martin Luther College
18813.0,2,1787.0,0.399,0.6275,23770.0,0.7097288676,640.0,585.0,57170.0,Hamline University
23188.0,2,2235.0,0.2172,0.3929,23000.0,0.8873786408,715.0,713.0,62762.0,Macalester College
17419.0,1,30734.0,0.1631,0.3174,19500.0,0.7469647492,685.0,715.0,65087.0,University of Minnesota-Twin Cities
17313.0,1,8084.0,0.1866,0.4718,22024.0,0.7529043789,610.0,605.0,59144.0,University of Minnesota-Duluth
17653.0,1,3778.0,0.2807,0.5296,20000.0,0.6639955789,545.0,565.0,49476.0,Minnesota State University Moorhead
26679.0,2,1535.0,0.2158,0.6367,26944.0,0.8978007762,595.0,570.0,61071.0,College of Saint Benedict
24849.0,2,1533.0,0.1969,0.5857,27000.0,0.8587731812,580.0,583.0,75423.0,Saint Johns University
22278.0,2,2955.0,0.1957,0.4778,26000.0,0.8898776418,670.0,665.0,66260.0,St Olaf College
24652.0,2,2134.0,0.2656,0.5984,20000.0,0.7189988623,603.0,608.0,61672.0,The College of Saint Scholastica
28142.0,2,6030.0,0.1784,0.448,23250.0,0.7940258582,620.0,630.0,72582.0,University of St Thomas
19206.0,2,2546.0,0.3718,0.6222,24181.0,0.6588337685,555.0,495.0,54838.0,St Catherine University
17546.0,1,5606.0,0.2388,0.5334,21500.0,0.7536572623,550.0,575.0,55391.0,Winona State University
16206.0,1,2478.0,0.6951,0.6684,27000.0,0.3536067893,486.0,478.0,34492.0,Alcorn State University
18088.0,2,1632.0,0.5195,0.6217,26333.0,0.4613596746,575.0,545.0,42152.0,Belhaven University
16056.0,2,619.0,0.3232,0.3914,18534.0,0.5714285714,535.0,565.0,34994.0,Blue Mountain Christian University
14377.0,1,1716.0,0.3981,0.4783,20390.0,0.5229960578,535.0,535.0,39273.0,Delta State University
15290.0,1,4742.0,0.6881,0.7959,30470.0,0.3866116905,430.0,530.0,36198.0,Jackson State University
23691.0,2,635.0,0.3248,0.6195,27000.0,0.74617737,655.0,590.0,56736.0,Millsaps College
12454.0,1,15994.0,0.2384,0.3506,20000.0,0.6176914372,568.0,558.0,50510.0,University of Mississippi
11952.0,1,1834.0,0.4276,0.4409,15000.0,0.5724543081,525.0,490.0,38551.0,Mississippi University for Women
15891.0,1,18451.0,0.3052,0.4167,22142.0,0.6347457627,580.0,575.0,48296.0,Mississippi State University
9359.0,2,563.0,0.6457,0.5092,30046.0,0.3601532567,465.0,475.0,36069.0,Tougaloo College
10886.0,2,1960.0,0.2437,0.2283,20832.0,0.5371269951,605.0,545.0,40817.0,William Carey University
18627.0,2,999.0,0.4745,0.6796,25000.0,0.5196759259,525.0,522.0,52544.0,Avila University
13621.0,2,232.0,0.2635,0.1898,20839.0,0.4661016949,550.0,570.0,39019.0,Calvary University
25087.0,2,1143.0,0.3997,0.6724,17619.0,0.5774134791,501.0,513.0,42616.0,Central Methodist University-College of Liberal Arts and Sciences
16490.0,2,303.0,0.1791,0.153,19043.0,0.592760181,545.0,530.0,35806.0,Cottey College
21189.0,2,840.0,0.3889,0.7275,26000.0,0.5251937984,525.0,500.0,46707.0,Culver-Stockton College
18582.0,2,1340.0,0.2995,0.5408,20979.0,0.4804655029,590.0,570.0,39169.0,Drury University
17790.0,2,543.0,0.3502,0.5352,18599.0,0.6017191977,585.0,609.0,38656.0,Hannibal-LaGrange University
17410.0,2,4599.0,0.3105,0.6251,26000.0,0.5227272727,525.0,510.0,49080.0,Lindenwood University
24450.0,2,5627.0,0.3499,0.565,22000.0,0.5734655921,560.0,555.0,55969.0,Maryville University of Saint Louis
22928.0,2,1504.0,0.1554,0.2667,22500.0,0.5087572977,515.0,475.0,42766.0,Missouri Baptist University
9607.0,1,3593.0,0.4252,0.4297,19174.0,0.4872866597,515.0,545.0,41727.0,Missouri Southern State University
18440.0,2,1447.0,0.3579,0.5049,25950.0,0.4269767442,465.0,460.0,40998.0,Missouri Valley College
17899.0,1,23092.0,0.2072,0.3444,20500.0,0.6997643891,625.0,615.0,61073.0,University of Missouri-Columbia
13296.0,1,6762.0,0.2284,0.2681,18750.0,0.5647952723,657.0,668.0,55775.0,University of Missouri-Kansas City
12682.0,1,5668.0,0.2142,0.4245,23250.0,0.8093612872,660.0,715.0,82622.0,Missouri University of Science and Technology
11462.0,1,5718.0,0.2361,0.2707,20000.0,0.5364300431,575.0,585.0,50876.0,University of Missouri-St Louis
11216.0,1,3318.0,0.177,0.332,21000.0,0.7741203178,602.0,590.0,55351.0,Truman State University
13398.0,1,4760.0,0.2997,0.5215,21500.0,0.6166101695,515.0,528.0,45693.0,Northwest Missouri State University
20942.0,2,1921.0,0.201,0.4057,18250.0,0.7420178799,589.0,597.0,62890.0,Rockhurst University
27544.0,2,7277.0,0.1892,0.4265,25000.0,0.7302849569,665.0,660.0,69878.0,Saint Louis University
34371.0,2,254.0,0.3474,0.9263,17755.0,0.9336734694,575.0,600.0,129137.0,University of Health Sciences and Pharmacy in St. Louis
17369.0,2,1700.0,0.3707,0.5078,20957.0,0.5891121192,540.0,565.0,41610.0,Southwest Baptist University
23026.0,2,409.0,0.4631,0.665,27000.0,0.5950920245,575.0,525.0,43139.0,Stephens College
16625.0,1,14210.0,0.2312,0.3645,21992.0,0.628611898,555.0,550.0,47850.0,Missouri State University-Springfield
27595.0,2,7713.0,0.1431,0.1439,17500.0,0.8788167939,750.0,780.0,90646.0,Washington University in St Louis
23953.0,2,2327.0,0.2938,0.4803,23000.0,0.5607521697,582.0,560.0,48965.0,Webster University
23625.0,2,650.0,0.3974,0.9097,27000.0,0.6801801802,520.0,500.0,51446.0,Westminster College
20289.0,2,779.0,0.2768,0.6459,24498.0,0.7652329749,605.0,575.0,59207.0,William Jewell College
23992.0,2,1084.0,0.1964,0.4891,25757.0,0.7934186472,600.0,590.0,58012.0,Carroll College
23473.0,2,660.0,0.2459,0.3916,18750.0,0.5833333333,610.0,600.0,43180.0,University of Providence
15789.0,1,1467.0,0.2586,0.3913,18750.0,0.5843949045,600.0,590.0,51910.0,Montana Technological University
19413.0,1,14329.0,0.2027,0.3393,22500.0,0.6943155452,595.0,590.0,51532.0,Montana State University
13799.0,1,7026.0,0.3123,0.4407,22400.0,0.5800418911,600.0,575.0,43967.0,The University of Montana
19930.0,2,807.0,0.3325,0.6329,26000.0,0.6535580524,550.0,528.0,50117.0,Rocky Mountain College
22029.0,2,1190.0,0.1357,0.3678,25750.0,0.7738287561,570.0,555.0,48132.0,Concordia University-Nebraska
30807.0,2,4455.0,0.0742,0.4755,25000.0,0.811147541,630.0,620.0,71997.0,Creighton University
16611.0,1,4289.0,0.3546,0.4066,19500.0,0.7018659881,524.0,512.0,48453.0,University of Nebraska at Kearney
21756.0,2,1200.0,0.2586,0.6012,26134.0,0.6409495549,523.0,505.0,52834.0,Midland University
24817.0,2,1686.0,0.2786,0.6311,26970.0,0.7412663755,575.0,590.0,55906.0,Nebraska Wesleyan University
16764.0,1,19448.0,0.2209,0.3475,21000.0,0.7410428197,605.0,600.0,55689.0,University of Nebraska-Lincoln
22959.0,2,574.0,0.3513,0.7519,27000.0,0.6206896552,550.0,505.0,49289.0,Union College
17870.0,2,435.0,0.4582,0.851,21500.0,0.5907590759,490.0,485.0,40076.0,York University
14953.0,1,16274.0,0.2598,0.2884,18922.0,0.6616978272,585.0,580.0,59167.0,University of Nevada-Reno
30173.0,2,276.0,0.3102,0.4562,21500.0,0.5341365462,520.0,540.0,47610.0,Sierra Nevada University
33023.0,2,4533.0,0.1734,0.2005,17500.0,0.8680555556,740.0,760.0,95540.0,Dartmouth College
21699.0,1,11429.0,0.1978,0.6077,26814.0,0.8129399933,610.0,595.0,64875.0,University of New Hampshire-Main Campus
19627.0,1,2930.0,0.2351,0.6928,25749.0,0.7381137958,550.0,520.0,50644.0,Keene State College
16665.0,1,643.0,0.3713,0.4895,26814.0,0.8129399933,605.0,585.0,64875.0,University of New Hampshire at Manchester
33898.0,2,1952.0,0.1129,0.6771,27000.0,0.8355184744,620.0,610.0,63085.0,Saint Anselm College
21704.0,2,1294.0,0.7032,0.9002,26746.0,0.3577060932,461.0,480.0,43765.0,Bloomfield College
15142.0,2,1624.0,0.4957,0.7163,25000.0,0.5227537923,555.0,600.0,53908.0,Caldwell University
23763.0,2,1111.0,0.3778,0.775,23163.0,0.6578669483,575.0,505.0,54748.0,Centenary University
17166.0,2,1903.0,0.4861,0.5541,25000.0,0.5271238485,500.0,515.0,55992.0,Felician University
19753.0,2,1314.0,0.3216,0.5457,21816.0,0.5754422477,525.0,553.0,47161.0,Georgian Court University
22978.0,1,14925.0,0.3155,0.4988,20500.0,0.6680354441,590.0,585.0,56115.0,Rowan University
13718.0,1,5146.0,0.5761,0.4257,18500.0,0.5001541782,505.0,510.0,50417.0,New Jersey City University
17510.0,1,10291.0,0.4535,0.5229,23250.0,0.5205956907,515.0,505.0,52714.0,Kean University
25324.0,2,4057.0,0.3066,0.6418,27000.0,0.7229795521,585.0,575.0,65306.0,Monmouth University
13705.0,1,15993.0,0.4391,0.459,22000.0,0.6537405074,555.0,555.0,57008.0,Montclair State University
17093.0,1,8377.0,0.3682,0.3664,21000.0,0.7132867133,635.0,670.0,84495.0,New Jersey Institute of Technology
11080.0,2,5236.0,0.2162,0.0189,10320.0,0.8639455782,745.0,770.0,110433.0,Princeton University
15232.0,1,4859.0,0.2764,0.4477,21000.0,0.7257740249,595.0,595.0,62810.0,Ramapo College of New Jersey
22316.0,2,3174.0,0.3333,0.6168,26130.0,0.7105882353,585.0,575.0,59215.0,Rider University
12755.0,1,4747.0,0.474,0.5643,21500.0,0.6969437653,565.0,570.0,69748.0,Rutgers University-Camden
15365.0,1,35827.0,0.2853,0.3981,21500.0,0.6969437653,660.0,695.0,69748.0,Rutgers University-New Brunswick
12807.0,1,8066.0,0.5583,0.3698,21500.0,0.6969437653,565.0,585.0,69748.0,Rutgers University-Newark
11397.0,2,2017.0,0.5622,0.3779,20500.0,0.4896907216,535.0,525.0,52442.0,Saint Peter's University
32484.0,2,5924.0,0.2541,0.4899,22750.0,0.6972356297,640.0,645.0,68307.0,Seton Hall University
36674.0,2,4053.0,0.1802,0.5719,27000.0,0.9051339286,700.0,740.0,104918.0,Stevens Institute of Technology
18724.0,1,8359.0,0.3962,0.5789,20500.0,0.6429158674,580.0,570.0,54393.0,Stockton University
17138.0,1,6491.0,0.1842,0.4514,23250.0,0.8395669291,625.0,635.0,70578.0,The College of New Jersey
